Fri Dec 23 13:25:21 2022 -- New position of the end effector: x = 0.016045, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.954013, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 3.032413, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 3.040599, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 3.061798, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.913312, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.975832, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.772116, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.829129, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.853980, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.878409, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.941515, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.716672, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.868462, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.738996, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.673904, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.847416, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.690440, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.762367, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.729866, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.552728, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.573323, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.589589, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.666684, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.526334, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.537965, z = 0.000000
Fri Dec 23 13:25:41 2022 -- New position of the end effector: x = 2.486760, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.547039, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.645654, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.421054, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.612812, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.535843, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.475231, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.448934, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.382013, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.521261, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.487215, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.305268, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.461107, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.273158, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.385442, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.287942, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.271914, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.250461, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.369861, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.274652, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.274407, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.156472, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.172125, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.288649, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.068212, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.253058, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.104559, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.190339, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.031816, z = 0.000000
Fri Dec 23 13:25:42 2022 -- New position of the end effector: x = 2.038451, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 2.029868, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 2.033236, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.936316, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.942775, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 2.050685, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 2.050435, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.908701, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.979980, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.858660, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.866598, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.909297, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.853356, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.857997, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.890442, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.866910, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.740371, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.849646, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.754473, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.726065, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.782581, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.732461, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.788774, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.677664, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.721320, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.632453, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.709857, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.596369, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.687656, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.604818, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.606860, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.552802, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.538960, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.544519, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.534612, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.539937, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.525918, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.419165, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.439630, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.393826, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.349277, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.360400, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.350661, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.317591, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.388792, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.289354, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.330083, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.300419, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.320092, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.318524, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.297219, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.208264, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.270886, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.156104, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.241140, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.203496, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.135559, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.099231, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.129076, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.095790, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.077871, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.031720, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.019553, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.999865, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.975673, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.952276, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.943518, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 1.009709, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.970419, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.899189, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.958513, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.885414, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.858767, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.905499, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.861134, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.809733, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.845977, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.826858, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.748603, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.784083, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.779614, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.723862, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.744597, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.710659, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.657157, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.686873, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.637222, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.660214, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.590272, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.578042, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.604128, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.580474, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.535411, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.514381, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.528885, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.503373, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.497387, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.447014, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.462342, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.421596, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.420666, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.420013, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.385021, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.376748, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.340189, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.334500, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.326114, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.289704, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.293272, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.259505, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.242903, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.228759, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.217581, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.195127, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.179792, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.174520, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.151701, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.134641, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.112471, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.099053, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.087631, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.068825, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.048104, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.034670, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.017432, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.000165, z = 0.000000
Fri Dec 23 13:25:43 2022 -- New position of the end effector: x = 0.000000, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.017036, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.032783, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.048497, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.066666, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.081987, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.097826, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.119506, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.134693, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.153750, z = 0.000000
Fri Dec 23 13:25:47 2022 -- New position of the end effector: x = 0.158393, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.176310, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.203868, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.213096, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.225076, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.245241, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.267630, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.292157, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.311553, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.318842, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.345768, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.332951, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.384156, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.390292, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.403417, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.409369, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.412584, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.472060, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.453163, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.493912, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.492307, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.540370, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.550453, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.571519, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.545009, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.588659, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.611413, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.637980, z = 0.000000
Fri Dec 23 13:25:48 2022 -- New position of the end effector: x = 0.613773, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.633998, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.636091, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.650798, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.733572, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.724529, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.724433, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.780916, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.784899, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.819777, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.811296, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.795032, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.806964, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.873685, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.904332, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.898689, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.886372, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.904043, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.901471, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.945485, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.974418, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.992176, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.048580, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 0.968191, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.071891, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.079655, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.098510, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.079243, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.144391, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.103086, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.183275, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.140614, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.191807, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.207252, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.160019, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.262637, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.183151, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.264364, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.207144, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.268407, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.295610, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.363723, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.273855, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.289618, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.337755, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.357354, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.348992, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.451274, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.503385, z = 0.000000
Fri Dec 23 13:25:49 2022 -- New position of the end effector: x = 1.469820, z = 0.000000
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.437908, z = 0.000000
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.518231, z = 0.000000
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.427653, z = 0.000000
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.591838, z = 0.000000
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.601092, z = 0.000000
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.504231, z = 0.000000
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.504231, z = 0.016412
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.504231, z = 0.033174
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.504231, z = 0.051297
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.582690, z = 0.051297
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.646185, z = 0.051297
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.598574, z = 0.051297
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.598574, z = 0.063923
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.613499, z = 0.063923
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.587148, z = 0.063923
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.587148, z = 0.082035
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.604299, z = 0.082035
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.604299, z = 0.097016
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.097016
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.121349
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.139685
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.149391
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.161784
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.176601
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.203535
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.209377
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.243555
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.238670
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.256522
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.282166
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.312367
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.302729
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.328034
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.669232, z = 0.353838
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.604917, z = 0.353838
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.681551, z = 0.353838
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.681551, z = 0.380914
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.681551, z = 0.371158
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.681551, z = 0.412021
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.681551, z = 0.403334
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.681551, z = 0.437327
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.681551, z = 0.429592
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.800600, z = 0.429592
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.784414, z = 0.429592
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.784414, z = 0.459568
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.784414, z = 0.487793
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.784414, z = 0.496350
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.784414, z = 0.513919
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.784414, z = 0.559336
